Channel Mode,Channel Name,RX Frequency(MHz),TX Frequency(MHz),Band Width,Scan List,Squelch,RX Ref Frequency,TX Ref Frequency,TOT[s],TOT Rekey Delay[s],Power,Admit Criteria,Auto Scan,Rx Only,Lone Worker,VOX,Allow Talkaround,Send GPS Info,Receive GPS Info,Private Call Confirmed,Emergency Alarm Ack,Data Call Confirmed,Allow Interrupt,DCDM Switch,Leader/MS,Emergency System,Contact Name,Group List,Color Code,Repeater Slot,In Call Criteria,Privacy,Privacy No.,GPS System,CTCSS/DCS Dec,CTCSS/DCS Enc,Rx Signaling System,Tx Signaling System,QT Reverse,Non-QT/DQT Turn-off Freq,Display PTT ID,Reverse Burst/Turn-off Code,Decode 1,Decode 2,Decode 3,Decode 4,Decode 5,Decode 6,Decode 7,Decode 8
2,T.WW,444.9,449.9,0,19,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,T.WWe,444.9,449.9,0,19,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,U.Metro,440.35,445.35,0,27,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,U.NA,440.35,445.35,0,27,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,U.S.Plains,440.35,445.35,0,27,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,1,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,U.TAC310,440.35,445.35,0,27,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,U.TX Statewide,440.35,445.35,0,27,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,U.WW,440.35,445.35,0,27,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,V.Metro,440.525,445.525,0,20,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,V.NA,440.525,445.525,0,20,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,V.TX Statewide,440.525,445.525,0,20,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,1,1,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,V.WWe,440.525,445.525,0,20,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,1,0,0,0,0,0,None,None,0,0,3,2,1,0,0,0,0,0,0,0,0,0
2,W.DCI Bridge,440.6875,445.6875,0,21,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,4,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,W.Local,440.6875,445.6875,0,21,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,W.NA,440.6875,445.6875,0,21,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,W.S.Plains,440.6875,445.6875,0,21,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,1,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,W.TAC310,440.6875,445.6875,0,21,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,W.TX Statewide,440.6875,445.6875,0,21,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,1,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,W.WW,440.6875,445.6875,0,21,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,1,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,X.Houston,444.75,449.75,0,23,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,1,3,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,X.Local,444.75,449.75,0,23,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,X.S.Plains,444.75,449.75,0,23,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,3,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,X.SETXEmcomm,444.75,449.75,0,23,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92,1,3,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,X.TX Statewide,444.75,449.75,0,23,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,3,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Y.DCI Bridge,442.675,447.675,0,24,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,4,7,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Y.Houston,442.675,447.675,0,24,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,1,7,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Y.Local,442.675,447.675,0,24,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,7,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Y.NA,442.675,447.675,0,24,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,7,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Y.S.Plains,442.675,447.675,0,24,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,7,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Y.SETXEmComm,442.675,447.675,0,24,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92,1,7,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Y.TAC310,442.675,447.675,0,24,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,7,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Y.TAC311,442.675,447.675,0,24,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,5,7,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Y.TAC312,442.675,447.675,0,24,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,5,7,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Y.TX Statewide,442.675,447.675,0,24,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,7,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Y.WW,442.675,447.675,0,24,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,7,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Z.DCI Bridge,441.875,446.875,0,25,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,4,2,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Z.Houston,441.875,446.875,0,25,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,1,2,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Z.Local,441.875,446.875,0,25,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,2,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Z.NA,441.875,446.875,0,25,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Z.S.Plains,441.875,446.875,0,25,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,3,2,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Z.SETXEmComm,441.875,446.875,0,25,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,92,1,2,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Z.TAC310,441.875,446.875,0,25,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,2,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Z.TX Statewide,441.875,446.875,0,25,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,6,2,1,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
2,Z.WW,441.875,446.875,0,25,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,2,0,0,0,0,0,None,None,0,0,3,2,1,1,0,0,0,0,0,0,0,0
